timestamp,temp,pressure,vibration,label
2026-08-15 22:43:00,46.0,1.02,0.04,normal
2026-08-15 22:44:00,45.3,1.03,0.03,normal
2026-08-15 22:45:00,40.6,1.03,0.03,abnormal
2026-08-15 22:46:00,39.5,1.03,0.03,abnormal
2026-08-15 22:47:00,45.0,1.04,0.04,normal
2026-08-15 22:48:00,45.1,1.02,0.04,normal
2026-08-15 22:49:00,45.9,1.01,0.05,normal
2026-08-15 22:50:00,47.6,1.0,0.04,normal
2026-08-15 22:51:00,48.4,1.01,0.04,normal
2026-08-15 22:52:00,48.2,1.02,0.03,normal
2026-08-15 22:53:00,48.8,1.02,0.02,normal
2026-08-15 22:54:00,47.0,1.04,0.03,normal
2026-08-15 22:55:00,46.9,1.04,0.03,normal
2026-08-15 22:56:00,64.3,1.46,0.19,abnormal
2026-08-15 22:57:00,50.0,1.05,0.04,normal
2026-08-15 22:58:00,51.0,1.04,0.04,normal
2026-08-15 22:59:00,50.6,1.05,0.03,normal
2026-08-15 23:00:00,42.7,1.05,0.03,abnormal
2026-08-15 23:01:00,45.0,1.03,0.02,normal
2026-08-15 23:02:00,46.0,1.04,0.01,normal
2026-08-15 23:03:00,45.3,1.03,0.02,normal
2026-08-15 23:04:00,45.2,1.02,0.02,normal
2026-08-15 23:05:00,44.0,1.0,0.03,normal
2026-08-15 23:06:00,44.8,0.99,0.04,normal
2026-08-15 23:07:00,43.5,1.0,0.05,normal
2026-08-15 23:08:00,45.0,0.99,0.04,normal
2026-08-15 23:09:00,44.1,1.0,0.05,normal
2026-08-15 23:10:00,45.0,0.99,0.04,normal
2026-08-15 23:11:00,44.4,0.99,0.05,normal
2026-08-15 23:12:00,45.9,0.98,0.05,normal
2026-08-15 23:13:00,45.1,1.0,0.04,normal
2026-08-15 23:14:00,46.2,0.99,0.05,normal
2026-08-15 23:15:00,46.2,0.99,0.04,normal
2026-08-15 23:16:00,45.3,0.99,0.04,normal
2026-08-15 23:17:00,46.2,1.0,0.04,normal
2026-08-15 23:18:00,44.8,0.99,0.03,normal
2026-08-15 23:19:00,46.1,1.01,0.03,normal
2026-08-15 23:20:00,44.7,0.99,0.03,normal
2026-08-15 23:21:00,45.0,0.99,0.03,normal
2026-08-15 23:22:00,46.8,1.0,0.04,normal
2026-08-15 23:23:00,45.1,0.99,0.04,normal
2026-08-15 23:24:00,44.7,0.98,0.04,normal
2026-08-15 23:25:00,45.9,1.0,0.04,normal
2026-08-15 23:26:00,46.8,0.99,0.04,normal
2026-08-15 23:27:00,46.2,1.0,0.04,normal
2026-08-15 23:28:00,44.3,0.99,0.05,normal
2026-08-15 23:29:00,46.2,1.0,0.04,normal
2026-08-15 23:30:00,44.5,0.98,0.05,normal
2026-08-15 23:31:00,44.2,1.0,0.04,normal
2026-08-15 23:32:00,45.5,1.01,0.04,normal
2026-08-15 23:33:00,44.3,1.02,0.04,normal
2026-08-15 23:34:00,53.6,1.02,0.12,abnormal
2026-08-15 23:35:00,50.0,1.01,0.04,normal
