timestamp,temp,pressure,vibration,label
2026-08-16 20:23:00,48.7,1.0,0.04,normal
2026-08-16 20:24:00,47.2,0.99,0.05,normal
2026-08-16 20:25:00,48.3,0.99,0.04,normal
2026-08-16 20:26:00,49.8,0.98,0.05,normal
2026-08-16 20:27:00,51.1,0.98,0.05,normal
2026-08-16 20:28:00,50.0,1.0,0.05,normal
2026-08-16 20:29:00,49.5,1.01,0.04,normal
2026-08-16 20:30:00,50.0,0.99,0.04,normal
2026-08-16 20:31:00,48.9,1.01,0.05,normal
2026-08-16 20:32:00,24.5,1.22,0.05,abnormal
2026-08-16 20:33:00,45.0,1.05,0.05,normal
2026-08-16 20:34:00,45.4,1.05,0.04,normal
2026-08-16 20:35:00,44.1,1.06,0.04,normal
2026-08-16 20:36:00,45.1,1.05,0.05,normal
2026-08-16 20:37:00,45.8,1.04,0.05,normal
2026-08-16 20:38:00,47.3,1.06,0.05,normal
2026-08-16 20:39:00,49.0,1.06,0.04,normal
2026-08-16 20:40:00,50.2,1.05,0.04,normal
2026-08-16 20:41:00,38.3,0.96,0.04,abnormal
2026-08-16 20:42:00,45.0,1.0,0.05,normal
2026-08-16 20:43:00,46.4,1.01,0.04,normal
2026-08-16 20:44:00,45.2,1.01,0.04,normal
2026-08-16 20:45:00,44.8,1.02,0.04,normal
2026-08-16 20:46:00,44.0,1.01,0.03,normal
2026-08-16 20:47:00,43.9,1.01,0.03,normal
2026-08-16 20:48:00,45.3,1.0,0.04,normal
2026-08-16 20:49:00,44.6,1.0,0.03,normal
2026-08-16 20:50:00,43.9,1.01,0.04,normal
2026-08-16 20:51:00,45.7,1.02,0.03,normal
2026-08-16 20:52:00,45.6,1.02,0.03,normal
2026-08-16 20:53:00,47.1,1.0,0.02,normal
2026-08-16 20:54:00,45.2,1.02,0.01,normal
2026-08-16 20:55:00,46.6,1.04,0.02,normal
2026-08-16 20:56:00,47.5,1.05,0.03,normal
2026-08-16 20:57:00,47.6,1.04,0.03,normal
2026-08-16 20:58:00,49.3,1.02,0.04,normal
2026-08-16 20:59:00,50.9,1.01,0.04,normal
2026-08-16 21:00:00,50.4,1.02,0.04,normal
2026-08-16 21:01:00,51.3,1.02,0.05,normal
2026-08-16 21:02:00,51.1,1.01,0.04,normal
2026-08-16 21:03:00,50.0,1.01,0.04,normal
2026-08-16 21:04:00,51.9,0.99,0.04,normal
2026-08-16 21:05:00,50.9,1.0,0.04,normal
2026-08-16 21:06:00,50.0,1.01,0.03,normal
2026-08-16 21:07:00,51.6,1.02,0.03,normal
2026-08-16 21:08:00,50.8,1.03,0.03,normal
2026-08-16 21:09:00,50.3,1.03,0.03,normal
2026-08-16 21:10:00,48.7,1.03,0.04,normal
2026-08-16 21:11:00,49.0,1.03,0.04,normal
2026-08-16 21:12:00,48.1,1.05,0.05,normal
2026-08-16 21:13:00,48.1,1.05,0.05,normal
2026-08-16 21:14:00,48.5,1.05,0.04,normal
2026-08-16 21:15:00,47.4,1.06,0.05,normal
2026-08-16 21:16:00,48.2,1.05,0.04,normal
2026-08-16 21:17:00,49.6,1.05,0.04,normal
2026-08-16 21:18:00,50.2,1.06,0.05,normal
2026-08-16 21:19:00,49.6,1.07,0.04,normal
2026-08-16 21:20:00,49.7,1.05,0.05,normal
2026-08-16 21:21:00,50.6,1.07,0.05,normal
2026-08-16 21:22:00,50.7,1.05,0.04,normal
2026-08-16 21:23:00,49.3,1.05,0.04,normal
2026-08-16 21:24:00,49.7,1.04,0.05,normal
2026-08-16 21:25:00,49.7,1.06,0.05,normal
2026-08-16 21:26:00,51.5,1.05,0.04,normal
2026-08-16 21:27:00,49.5,1.04,0.04,normal
2026-08-16 21:28:00,51.4,1.06,0.04,normal
2026-08-16 21:29:00,50.7,1.05,0.04,normal
2026-08-16 21:30:00,50.0,1.06,0.03,normal
2026-08-16 21:31:00,50.6,1.06,0.02,normal
2026-08-16 21:32:00,51.3,1.06,0.02,normal
2026-08-16 21:33:00,50.0,1.04,0.02,normal
2026-08-16 21:34:00,49.3,1.04,0.02,normal
2026-08-16 21:35:00,50.8,1.03,0.01,normal
2026-08-16 21:36:00,50.8,1.02,0.01,normal
2026-08-16 21:37:00,50.9,1.03,0.02,normal
2026-08-16 21:38:00,51.4,1.02,0.02,normal
2026-08-16 21:39:00,39.5,1.15,0.13,abnormal
2026-08-16 21:40:00,68.3,1.15,0.13,abnormal
2026-08-16 21:41:00,67.7,1.05,0.04,abnormal
2026-08-16 21:42:00,68.4,1.05,0.03,abnormal
2026-08-16 21:43:00,67.2,1.04,0.04,abnormal
2026-08-16 21:44:00,50.0,1.03,0.04,normal
2026-08-16 21:45:00,49.9,1.04,0.04,normal
2026-08-16 21:46:00,51.1,1.05,0.04,normal
2026-08-16 21:47:00,50.7,1.06,0.05,normal
2026-08-16 21:48:00,51.1,1.05,0.05,normal
2026-08-16 21:49:00,50.2,1.06,0.04,normal
2026-08-16 21:50:00,51.9,1.05,0.04,normal
2026-08-16 21:51:00,50.1,1.03,0.04,normal
2026-08-16 21:52:00,49.3,1.04,0.05,normal
2026-08-16 21:53:00,47.5,1.02,0.04,normal
2026-08-16 21:54:00,47.2,1.04,0.04,normal
2026-08-16 21:55:00,46.0,1.05,0.05,normal
2026-08-16 21:56:00,47.1,1.05,0.04,normal
2026-08-16 21:57:00,48.8,1.06,0.04,normal
2026-08-16 21:58:00,48.6,1.06,0.05,normal
2026-08-16 21:59:00,49.3,1.06,0.04,normal
2026-08-16 22:00:00,48.0,1.05,0.04,normal
2026-08-16 22:01:00,47.9,1.06,0.04,normal
2026-08-16 22:02:00,46.8,1.05,0.05,normal
2026-08-16 22:03:00,47.4,1.05,0.04,normal
2026-08-16 22:04:00,47.4,1.05,0.08,abnormal
2026-08-16 22:05:00,47.5,1.06,0.07,normal
2026-08-16 22:06:00,49.1,1.05,0.06,normal
2026-08-16 22:07:00,50.9,1.04,0.04,normal
2026-08-16 22:08:00,50.0,1.04,0.04,normal
2026-08-16 22:09:00,49.6,1.05,0.03,normal
2026-08-16 22:10:00,48.7,1.06,0.04,normal
2026-08-16 22:11:00,50.4,1.05,0.03,normal
2026-08-16 22:12:00,50.0,1.04,0.03,normal
2026-08-16 22:13:00,49.9,1.03,0.04,normal
2026-08-16 22:14:00,48.6,1.02,0.05,normal
2026-08-16 22:15:00,47.7,1.01,0.04,normal
2026-08-16 22:16:00,47.6,1.02,0.04,normal
2026-08-16 22:17:00,49.2,1.02,0.04,normal
2026-08-16 22:18:00,49.3,1.0,0.05,normal
2026-08-16 22:19:00,48.1,0.98,0.05,normal
2026-08-16 22:20:00,46.4,0.98,0.04,normal
2026-08-16 22:21:00,46.4,1.0,0.04,normal
2026-08-16 22:22:00,46.5,1.02,0.03,normal
2026-08-16 22:23:00,45.4,1.04,0.03,normal
2026-08-16 22:24:00,43.6,1.03,0.04,normal
2026-08-16 22:25:00,43.2,1.01,0.03,normal
2026-08-16 22:26:00,45.0,0.99,0.04,normal
2026-08-16 22:27:00,44.6,0.99,0.04,normal
2026-08-16 22:28:00,45.0,1.01,0.04,normal
2026-08-16 22:29:00,46.5,1.02,0.03,normal
2026-08-16 22:30:00,47.5,1.03,0.04,normal
2026-08-16 22:31:00,46.8,1.04,0.04,normal
2026-08-16 22:32:00,47.1,1.03,0.05,normal
2026-08-16 22:33:00,48.1,1.02,0.05,normal
2026-08-16 22:34:00,48.3,1.04,0.04,normal
2026-08-16 22:35:00,50.1,1.03,0.04,normal
2026-08-16 22:36:00,50.8,1.01,0.04,normal
2026-08-16 22:37:00,50.5,1.02,0.03,normal
2026-08-16 22:38:00,22.6,1.17,0.09,abnormal
2026-08-16 22:39:00,20.8,1.16,0.08,abnormal
2026-08-16 22:40:00,45.0,1.05,0.04,normal
2026-08-16 22:41:00,44.3,1.03,0.05,normal
2026-08-16 22:42:00,44.4,1.04,0.04,normal
2026-08-16 22:43:00,45.1,1.02,0.04,normal
2026-08-16 22:44:00,46.3,1.01,0.04,normal
2026-08-16 22:45:00,45.7,1.02,0.05,normal
2026-08-16 22:46:00,45.6,1.04,0.04,normal
2026-08-16 22:47:00,46.8,1.02,0.05,normal
2026-08-16 22:48:00,46.3,1.02,0.05,normal
2026-08-16 22:49:00,46.8,1.03,0.04,normal
2026-08-16 22:50:00,47.3,1.04,0.03,normal
2026-08-16 22:51:00,48.2,1.05,0.04,normal
2026-08-16 22:52:00,49.2,1.04,0.04,normal
2026-08-16 22:53:00,47.3,1.04,0.03,normal
2026-08-16 22:54:00,46.8,1.05,0.03,normal
2026-08-16 22:55:00,44.9,1.05,0.04,normal
2026-08-16 22:56:00,46.0,1.07,0.04,normal
2026-08-16 22:57:00,46.4,1.06,0.04,normal
2026-08-16 22:58:00,47.8,1.07,0.04,normal
2026-08-16 22:59:00,47.5,1.05,0.03,normal
2026-08-16 23:00:00,49.3,1.05,0.04,normal
2026-08-16 23:01:00,49.2,1.06,0.04,normal
2026-08-16 23:02:00,49.6,1.05,0.03,normal
2026-08-16 23:03:00,48.0,1.04,0.03,normal
2026-08-16 23:04:00,47.3,1.06,0.03,normal
2026-08-16 23:05:00,48.5,1.07,0.02,normal
2026-08-16 23:06:00,50.3,1.07,0.01,normal
2026-08-16 23:07:00,22.6,1.07,0.12,abnormal
2026-08-16 23:08:00,45.0,1.05,0.04,normal
2026-08-16 23:09:00,43.1,1.04,0.03,normal
2026-08-16 23:10:00,44.9,1.04,0.04,normal
2026-08-16 23:11:00,44.5,1.03,0.05,normal
2026-08-16 23:12:00,45.0,1.05,0.04,normal
2026-08-16 23:13:00,42.9,0.53,0.04,abnormal
2026-08-16 23:14:00,44.7,0.55,0.04,abnormal
2026-08-16 23:15:00,44.7,0.53,0.05,abnormal
2026-08-16 23:16:00,43.4,1.0,0.04,normal
2026-08-16 23:17:00,25.5,0.83,0.08,abnormal
2026-08-16 23:18:00,45.0,1.0,0.04,normal
2026-08-16 23:19:00,45.5,1.02,0.05,normal
2026-08-16 23:20:00,47.4,1.01,0.04,normal
2026-08-16 23:21:00,49.2,1.03,0.04,normal
2026-08-16 23:22:00,48.1,1.03,0.03,normal
2026-08-16 23:23:00,48.1,1.03,0.03,normal
2026-08-16 23:24:00,46.6,1.04,0.02,normal
2026-08-16 23:25:00,45.6,1.04,0.02,normal
2026-08-16 23:26:00,46.8,1.04,0.02,normal
2026-08-16 23:27:00,47.3,1.04,0.01,normal
2026-08-16 23:28:00,46.5,1.06,0.02,normal
2026-08-16 23:29:00,47.7,1.05,0.02,normal
2026-08-16 23:30:00,49.1,1.05,0.02,normal
2026-08-16 23:31:00,47.4,1.07,0.01,normal
2026-08-16 23:32:00,45.7,1.05,0.01,normal
2026-08-16 23:33:00,45.6,1.04,0.01,normal
2026-08-16 23:34:00,47.2,1.04,0.02,normal
2026-08-16 23:35:00,45.2,1.02,0.03,normal
2026-08-16 23:36:00,37.6,1.42,0.19,abnormal
2026-08-16 23:37:00,38.9,1.43,0.19,abnormal
2026-08-16 23:38:00,37.9,1.42,0.18,abnormal
2026-08-16 23:39:00,37.0,1.43,0.17,abnormal
2026-08-16 23:40:00,45.0,1.05,0.04,normal
2026-08-16 23:41:00,43.7,1.05,0.04,normal
2026-08-16 23:42:00,45.0,1.03,0.04,normal
2026-08-16 23:43:00,44.8,1.04,0.04,normal
2026-08-16 23:44:00,45.6,1.05,0.04,normal
2026-08-16 23:45:00,46.9,1.06,0.05,normal
2026-08-16 23:46:00,26.1,1.06,0.14,abnormal
2026-08-16 23:47:00,45.0,1.05,0.04,normal
2026-08-16 23:48:00,43.7,1.03,0.04,normal
2026-08-16 23:49:00,44.2,1.05,0.04,normal
2026-08-16 23:50:00,43.5,1.03,0.04,normal
2026-08-16 23:51:00,44.0,1.02,0.04,normal
2026-08-16 23:52:00,45.2,1.01,0.03,normal
2026-08-16 23:53:00,47.1,1.01,0.03,normal
2026-08-16 23:54:00,45.1,1.02,0.03,normal
2026-08-16 23:55:00,46.7,1.02,0.03,normal
2026-08-16 23:56:00,47.0,1.04,0.04,normal
2026-08-16 23:57:00,46.7,1.05,0.04,normal
2026-08-16 23:58:00,47.4,1.04,0.05,normal
2026-08-16 23:59:00,47.4,1.02,0.04,normal
2026-08-17 00:00:00,48.6,1.03,0.05,normal
2026-08-17 00:01:00,49.3,1.04,0.05,normal
2026-08-17 00:02:00,49.4,1.03,0.04,normal
2026-08-17 00:03:00,47.6,1.05,0.05,normal
2026-08-17 00:04:00,47.3,1.03,0.04,normal
2026-08-17 00:05:00,45.6,1.02,0.03,normal
2026-08-17 00:06:00,45.1,1.01,0.03,normal
2026-08-17 00:07:00,45.0,1.02,0.02,normal
2026-08-17 00:08:00,43.6,1.01,0.01,normal
2026-08-17 00:09:00,45.2,0.99,0.02,normal
2026-08-17 00:10:00,44.3,0.98,0.02,normal
2026-08-17 00:11:00,43.5,1.0,0.02,normal
2026-08-17 00:12:00,43.9,0.98,0.02,normal
2026-08-17 00:13:00,43.2,1.0,0.01,normal
2026-08-17 00:14:00,45.0,0.98,0.02,normal
2026-08-17 00:15:00,46.6,0.99,0.02,normal
2026-08-17 00:16:00,29.7,1.17,0.12,abnormal
2026-08-17 00:17:00,45.0,1.05,0.04,normal
2026-08-17 00:18:00,46.6,1.06,0.03,normal
2026-08-17 00:19:00,47.1,1.05,0.03,normal
2026-08-17 00:20:00,47.5,1.05,0.04,normal
2026-08-17 00:21:00,47.5,1.05,0.05,normal
2026-08-17 00:22:00,49.1,1.04,0.04,normal
2026-08-17 00:23:00,50.5,1.04,0.05,normal
2026-08-17 00:24:00,48.7,1.04,0.05,normal
2026-08-17 00:25:00,50.6,1.04,0.04,normal
2026-08-17 00:26:00,51.6,1.04,0.04,normal
2026-08-17 00:27:00,50.0,1.03,0.04,normal
2026-08-17 00:28:00,50.0,1.03,0.03,normal
2026-08-17 00:29:00,48.2,1.02,0.02,normal
2026-08-17 00:30:00,47.1,1.01,0.02,normal
2026-08-17 00:31:00,48.4,1.01,0.03,normal
2026-08-17 00:32:00,50.4,1.0,0.03,normal
2026-08-17 00:33:00,51.0,1.01,0.04,normal
2026-08-17 00:34:00,51.5,1.02,0.05,normal
2026-08-17 00:35:00,51.8,1.01,0.05,normal
2026-08-17 00:36:00,50.0,1.03,0.04,normal
2026-08-17 00:37:00,48.1,1.02,0.04,normal
2026-08-17 00:38:00,49.9,1.01,0.03,normal
2026-08-17 00:39:00,48.8,1.02,0.04,normal
2026-08-17 00:40:00,49.3,1.01,0.04,normal
2026-08-17 00:41:00,47.4,1.01,0.04,normal
2026-08-17 00:42:00,46.8,1.0,0.03,normal
2026-08-17 00:43:00,48.3,0.99,0.04,normal
2026-08-17 00:44:00,48.8,0.98,0.03,normal
2026-08-17 00:45:00,47.3,1.0,0.03,normal
2026-08-17 00:46:00,45.4,0.99,0.02,normal
2026-08-17 00:47:00,44.1,1.0,0.01,normal
2026-08-17 00:48:00,44.9,0.99,0.02,normal
2026-08-17 00:49:00,45.7,1.0,0.02,normal
2026-08-17 00:50:00,46.0,1.02,0.01,normal
2026-08-17 00:51:00,47.0,1.01,0.01,normal
2026-08-17 00:52:00,48.7,0.99,0.02,normal
2026-08-17 00:53:00,47.1,1.0,0.02,normal
2026-08-17 00:54:00,47.0,0.99,0.02,normal
2026-08-17 00:55:00,47.3,1.0,0.02,normal
2026-08-17 00:56:00,48.5,0.98,0.02,normal
2026-08-17 00:57:00,47.6,1.0,0.03,normal
2026-08-17 00:58:00,47.8,1.0,0.03,normal
2026-08-17 00:59:00,46.1,1.01,0.02,normal
2026-08-17 01:00:00,44.4,1.0,0.02,normal
2026-08-17 01:01:00,44.2,1.01,0.01,normal
2026-08-17 01:02:00,44.5,1.0,0.01,normal
2026-08-17 01:03:00,46.2,1.02,0.02,normal
2026-08-17 01:04:00,44.6,1.0,0.03,normal
2026-08-17 01:05:00,46.3,1.01,0.04,normal
2026-08-17 01:06:00,46.6,1.03,0.03,normal
2026-08-17 01:07:00,46.3,1.02,0.04,normal
2026-08-17 01:08:00,45.8,1.04,0.05,normal
2026-08-17 01:09:00,47.3,1.04,0.05,normal
2026-08-17 01:10:00,45.8,1.05,0.05,normal
2026-08-17 01:11:00,45.7,1.04,0.04,normal
2026-08-17 01:12:00,46.3,1.03,0.04,normal
2026-08-17 01:13:00,20.8,0.95,0.04,abnormal
2026-08-17 01:14:00,21.9,0.97,0.05,abnormal
2026-08-17 01:15:00,20.3,0.97,0.04,abnormal
2026-08-17 01:16:00,20.0,0.96,0.04,abnormal
2026-08-17 01:17:00,21.0,0.94,0.03,abnormal
2026-08-17 01:18:00,45.0,1.0,0.03,normal
2026-08-17 01:19:00,22.0,1.45,0.1,abnormal
2026-08-17 01:20:00,23.7,1.43,0.11,abnormal
2026-08-17 01:21:00,45.0,1.05,0.04,normal
2026-08-17 01:22:00,43.4,1.05,0.05,normal
2026-08-17 01:23:00,45.0,1.06,0.04,normal
2026-08-17 01:24:00,47.0,1.06,0.04,normal
2026-08-17 01:25:00,47.8,1.07,0.04,normal
2026-08-17 01:26:00,47.6,1.05,0.05,normal
2026-08-17 01:27:00,48.5,1.06,0.04,normal
2026-08-17 01:28:00,49.9,1.06,0.05,normal
2026-08-17 01:29:00,49.9,0.53,0.05,abnormal
2026-08-17 01:30:00,48.2,0.55,0.04,abnormal
2026-08-17 01:31:00,48.7,1.0,0.03,normal
2026-08-17 01:32:00,47.0,1.01,0.04,normal
2026-08-17 01:33:00,45.9,1.02,0.03,normal
2026-08-17 01:34:00,46.7,1.0,0.03,normal
2026-08-17 01:35:00,47.0,1.0,0.04,normal
2026-08-17 01:36:00,48.9,1.0,0.04,normal
2026-08-17 01:37:00,48.3,1.01,0.05,normal
2026-08-17 01:38:00,46.4,1.01,0.04,normal
2026-08-17 01:39:00,45.2,1.0,0.04,normal
2026-08-17 01:40:00,45.0,0.98,0.04,normal
2026-08-17 01:41:00,44.0,1.0,0.04,normal
2026-08-17 01:42:00,44.5,1.0,0.05,normal
2026-08-17 01:43:00,43.7,1.02,0.04,normal
2026-08-17 01:44:00,44.4,1.0,0.04,normal
2026-08-17 01:45:00,43.6,1.01,0.04,normal
2026-08-17 01:46:00,45.0,1.02,0.05,normal
2026-08-17 01:47:00,43.9,1.02,0.04,normal
2026-08-17 01:48:00,45.8,1.03,0.05,normal
2026-08-17 01:49:00,47.5,1.02,0.05,normal
2026-08-17 01:50:00,46.8,1.01,0.05,normal
2026-08-17 01:51:00,47.5,1.01,0.04,normal
2026-08-17 01:52:00,45.9,1.02,0.04,normal
2026-08-17 01:53:00,46.5,1.0,0.03,normal
2026-08-17 01:54:00,45.2,1.02,0.04,normal
2026-08-17 01:55:00,47.1,1.03,0.03,normal
2026-08-17 01:56:00,48.9,1.04,0.02,normal
2026-08-17 01:57:00,47.4,1.02,0.01,normal
2026-08-17 01:58:00,48.4,1.04,0.02,normal
2026-08-17 01:59:00,48.4,1.03,0.02,normal
2026-08-17 02:00:00,48.4,1.01,0.03,normal
2026-08-17 02:01:00,47.3,1.02,0.03,normal
2026-08-17 02:02:00,45.7,1.01,0.04,normal
2026-08-17 02:03:00,44.4,1.0,0.04,normal
2026-08-17 02:04:00,45.4,1.02,0.04,normal
2026-08-17 02:05:00,43.6,1.03,0.04,normal
2026-08-17 02:06:00,43.7,1.05,0.05,normal
2026-08-17 02:07:00,45.0,1.04,0.04,normal
2026-08-17 02:08:00,44.0,1.05,0.04,normal
2026-08-17 02:09:00,43.3,1.06,0.05,normal
2026-08-17 02:10:00,57.9,1.06,0.05,abnormal
2026-08-17 02:11:00,56.3,1.06,0.04,abnormal
2026-08-17 02:12:00,56.8,1.05,0.05,abnormal
2026-08-17 02:13:00,50.0,1.04,0.05,normal
2026-08-17 02:14:00,48.5,1.04,0.04,normal
2026-08-17 02:15:00,48.6,1.03,0.03,normal
2026-08-17 02:16:00,50.3,1.05,0.03,normal
2026-08-17 02:17:00,49.8,1.04,0.04,normal
2026-08-17 02:18:00,48.5,1.04,0.04,normal
2026-08-17 02:19:00,47.2,1.05,0.05,normal
2026-08-17 02:20:00,48.0,1.05,0.04,normal
2026-08-17 02:21:00,48.8,1.05,0.03,normal
2026-08-17 02:22:00,47.7,1.06,0.04,normal
2026-08-17 02:23:00,48.7,1.05,0.04,normal
2026-08-17 02:24:00,49.6,1.04,0.04,normal
2026-08-17 02:25:00,50.7,1.04,0.04,normal
2026-08-17 02:26:00,49.7,1.04,0.05,normal
2026-08-17 02:27:00,48.0,1.03,0.04,normal
2026-08-17 02:28:00,49.5,1.03,0.04,normal
2026-08-17 02:29:00,48.2,1.04,0.04,normal
2026-08-17 02:30:00,47.2,1.03,0.03,normal
2026-08-17 02:31:00,48.9,1.04,0.02,normal
2026-08-17 02:32:00,47.8,1.04,0.03,normal
2026-08-17 02:33:00,46.1,1.02,0.02,normal
2026-08-17 02:34:00,45.9,1.01,0.02,normal
2026-08-17 02:35:00,46.0,1.01,0.02,normal
2026-08-17 02:36:00,46.0,1.0,0.02,normal
2026-08-17 02:37:00,46.7,1.0,0.03,normal
2026-08-17 02:38:00,63.4,1.0,0.12,abnormal
2026-08-17 02:39:00,50.0,1.0,0.04,normal
2026-08-17 02:40:00,51.2,1.0,0.04,normal
2026-08-17 02:41:00,49.3,1.01,0.03,normal
2026-08-17 02:42:00,49.8,1.0,0.04,normal
2026-08-17 02:43:00,51.8,0.99,0.03,normal
2026-08-17 02:44:00,50.0,0.99,0.03,normal
2026-08-17 02:45:00,51.1,1.0,0.02,normal
